id,length,atomic_fraction,structure__id,structure__nsites,structure__nelement,structure__density,structure__spacegroup,structure__formula_full,structure__formula_reduced,structure__chemical_system,structure__formula_anonymous,structure__e_above_hull,structure__hostlattice__dimension,structure__matprojdata2__band_gap,structure__matprojdata2__cost_per_mol,structure__matprojdata2__cost_per_kg,structure__prototype2__name,structure__prototype2__formula_reduced,structure__prototype3__number,empiricalmeasures__dimensionality,empiricalmeasures__dimensionality_cumlengths,empiricalmeasuresb__ewald_energyb,empiricalmeasures__ionic_radii_overlap_cations,empiricalmeasures__ionic_radii_overlap_anions,relative__length,relative__barrier,vaspcalca__energy_barrier,empcorbarrier__barrier,vaspcalcb__energy_barrier
32138,4.888960000000001,0.10526315789473684,mp-1200209,38,4,2.1342810305371622,9,Li4 B12 O18 F4,Li2B6O9F2,B-F-Li-O,A2B2C6D9,0.0,3.0,6.283,2.9215819433423666,5.602494047006473,,,272.0,1,1,7.122997251191009,-0.8286811590369263,0.26837649826260446,1.1185399538373495,0.0,6.822818949999942,3.8647276035499685,
33151,4.0953188318482905,0.05,mp-1200731,40,5,2.6024396102347698,15,Ho2 H16 C4 O16 F2,HoH8C2O8F,C-F-H-Ho-O,ABC2D8E8,0.056461895541660034,1.0,3.8418,18.972656990019434,27.5758274410778,,,885.0,1,1,3.2847678821290174,,,,,5.266435360000003,3.0102730126400017,
32940,4.540811450884062,0.2,mp-541750,40,5,2.7645640039492245,14,Cs4 S8 N4 O16 F8,CsS2N(O2F)2,Cs-F-N-O-S,ABC2D2E4,0.07311533545366622,3.0,5.4829,32854.578374846824,26238.611365892226,,,2156.0,1,2,13.376771337247192,-0.8826149540905361,-0.19653967132657835,,,3.8351821299999926,2.224514989369996,
34074,4.747549090371459,0.2,mp-554012,40,4,1.8859124251772865,29,S8 Cl8 O16 F8,SClO2F,Cl-F-O-S,ABCD2,0.0,0.0,4.6795,0.3660899365774871,0.38612128108809585,,,2176.0,1,1,12.278770254842584,-1.1996385101016496,0.16218221590968795,,,4.075701699999996,2.356560233299998,
33940,4.416423631964034,0.1,mp-1204027,40,5,3.8536396762877123,29,U4 S4 N4 O24 F4,USNO6F,F-N-O-S-U,ABCDE6,0.3552688164062534,2.0,0.5243,,,,,976.0,1,1,6.189310407050016,0.21666875318282885,0.8834415190776201,,,5.803092950000007,3.304898029550004,
33030,4.1957514369865265,0.05,mp-1212225,40,5,2.051175291209149,15,Ho2 H24 C4 O8 F2,HoH12C2O4F,C-F-H-Ho-O,ABC2D4E12,0.6296208976249993,1.0,0.23209999999999997,18.96415402202237,33.38254034587671,,,1205.0,1,1,,,,,,2.3298452500000053,1.398085042250003,
32250,4.13048141192421,0.1,mp-560224,40,4,1.3970289510007037,62,H24 N4 O8 F4,H6NO2F,F-H-N-O,ABC2D6,0.24607349275801305,0.0,3.534,0.2010081386825359,0.7072616923540656,,,1405.0,1,1,,,,0.0,0.0,2.5233974300000455,1.504345189070025,
32253,4.525883,0.1,mp-560224,40,4,1.3970289510007037,62,H24 N4 O8 F4,H6NO2F,F-H-N-O,ABC2D6,0.24607349275801305,0.0,3.534,0.2010081386825359,0.7072616923540656,,,1405.0,1,2,,,,0.09572772484444862,1.1694093138899773,4.6534690400000045,2.6737545029600023,
32271,4.771316,0.1,mp-1222236,40,4,2.9891973662501203,33,Mg12 Si4 O20 F4,Mg3SiO5F,F-Mg-O-Si,ABC3D5,0.10911742593748386,3.0,0.7872999999999999,1.0567389991868135,1.320950807796347,,,1428.0,1,1,2.6342527252108994,,,,,4.863945779999995,2.789306233219997,
32573,3.1918592213270696,0.6,mp-998758,40,3,8.086717956686023,55,Tl8 Hg8 F24,TlHgF3,F-Hg-Tl,ABC3,0.0,0.0,2.1963,6916.580391095088,1871.4967172421825,,,4904.0,1,1,-2.029572107956369,0.3363185493676579,-0.13265341962185584,0.023437260791827296,0.010206437039990801,0.33581425999997805,0.30336202873998797,0.17096149999997579
32575,3.202080137901655,0.6,mp-998758,40,3,8.086717956686023,55,Tl8 Hg8 F24,TlHgF3,F-Hg-Tl,ABC3,0.0,0.0,2.1963,6916.580391095088,1871.4967172421825,,,4904.0,1,1,-1.5986370569064547,0.19703932985834616,0.0996788275066729,0.02671449394546445,0.0,0.3172232999999949,0.29315559169999716,0.2535170899999457
32694,2.934026024463998,0.2,mp-558458,40,4,3.0829071436603264,62,Mg12 Si4 O16 F8,Mg3Si(O2F)2,F-Mg-O-Si,AB2C3D4,0.0,3.0,5.0611,1.1867116162938975,1.461504179771872,Norbergite,Mg3Si(O2F)2,,0,1,-1.5260004856418163,0.19078720711780894,0.2648585233998473,0.08098363884180056,0.0,1.943113310000001,1.1857692071900008,
32695,3.064964947520196,0.2,mp-558458,40,4,3.0829071436603264,62,Mg12 Si4 O16 F8,Mg3Si(O2F)2,F-Mg-O-Si,AB2C3D4,0.0,3.0,5.0611,1.1867116162938975,1.461504179771872,Norbergite,Mg3Si(O2F)2,,0,2,1.2539141705119619,-0.4534381231320559,0.16636697573230608,0.12922548548226206,0.2245050075599977,2.352047749999997,1.4102742147499985,
32696,4.760197999999999,0.2,mp-558458,40,4,3.0829071436603264,62,Mg12 Si4 O16 F8,Mg3Si(O2F)2,F-Mg-O-Si,AB2C3D4,0.0,3.0,5.0611,1.1867116162938975,1.461504179771872,Norbergite,Mg3Si(O2F)2,,1,2,3.0646863938427487,-0.10997015829435819,0.7722213991948803,0.7538004478291908,2.7456137161199896,6.944231189999982,3.9313829233099904,
32697,4.9699944769553746,0.2,mp-558458,40,4,3.0829071436603264,62,Mg12 Si4 O16 F8,Mg3Si(O2F)2,F-Mg-O-Si,AB2C3D4,0.0,3.0,5.0611,1.1867116162938975,1.461504179771872,Norbergite,Mg3Si(O2F)2,,1,2,4.282090212548155,-0.2620964390189022,0.864044094636673,0.8310957946272282,2.9452505004900056,7.307868320000011,4.131019707680006,
32798,2.56552237746632,0.75,mp-555026,40,2,2.831724434352977,127,Al10 F30,AlF3,Al-F,AB3,0.005086504000000325,0.0,7.7689,1.5316813970506835,1.8239351134818051,,,2245.0,1,1,-0.4301256064379686,0.0866342474587587,0.10854914723080045,0.02969820909165617,0.06496196768999041,1.82793633,1.12253704517,
32793,2.5584896342210963,0.75,mp-555026,40,2,2.831724434352977,127,Al10 F30,AlF3,Al-F,AB3,0.005086504000000325,0.0,7.7689,1.5316813970506835,1.8239351134818051,,,2245.0,1,1,-0.7906907219507957,0.08985277822689097,-0.06696118946495355,0.02687554685794763,0.0,1.7096085200000175,1.0575750774800097,
33883,3.009642852960561,0.4,mp-759641,40,4,3.0377444548305053,29,Li8 Mn8 O8 F16,LiMnOF2,F-Li-Mn-O,ABCD2,0.10767443275000943,2.0,1.0986,5.8989013841694655,6.363418110141851,,,3923.0,1,2,-2.413865776264629,-0.2516420522711855,0.26542562559607186,,,0.24930451000000176,0.255868175990001,
32858,4.6584900000000005,0.1,mp-761252,40,5,2.5987520657299044,33,Rb4 P4 H12 O16 F4,RbPH3O4F,F-H-O-P-Rb,ABCD3E4,0.0,3.0,5.7169,52991.24906497482,65433.77275491379,,,4182.0,1,1,5.611233813263425,,,0.0,0.2308268743199946,5.394440959999997,3.0805480870399986,
34353,3.3290352942263777,0.6,mp-998434,40,3,5.575300007304756,55,Rb8 Tl8 F24,RbTlF3,F-Rb-Tl,ABC3,0.041762630250006705,3.0,0.0,112849.5572952869,40669.87099575489,,,4904.0,1,1,,,,0.0010326140784308999,0.0,0.6098174800000038,0.4537897965200021,
32859,4.789430590528362,0.1,mp-761252,40,5,2.5987520657299044,33,Rb4 P4 H12 O16 F4,RbPH3O4F,F-H-O-P-Rb,ABCD3E4,0.0,3.0,5.7169,52991.24906497482,65433.77275491379,,,4182.0,1,2,4.60451372222451,,,0.028107947109119295,0.0,4.973991280000007,2.849721212720004,
34352,3.3256012315754058,0.6,mp-998434,40,3,5.575300007304756,55,Rb8 Tl8 F24,RbTlF3,F-Rb-Tl,ABC3,0.041762630250006705,3.0,0.0,112849.5572952869,40669.87099575489,,,4904.0,1,1,,,,0.0,0.0337073592599787,0.671215219999965,0.4874971557799808,
32946,2.7355359830262693,0.7,mp-776692,40,3,3.386589635857873,14,Li4 Fe8 F28,LiFe2F7,F-Fe-Li,AB2C7,0.007350145000009967,1.0,3.0811,3.428213571679285,3.406144178313356,,,3814.0,1,1,-1.6739889089058124,0.14407517365914457,0.28900659944185936,,,0.2093300199999817,0.23392218097998996,0.3319831900000736
32996,2.759990706456769,0.7,mp-1195657,40,3,3.9746155572705653,62,Li4 Sb8 F28,LiSb2F7,F-Li-Sb,AB2C7,0.0,0.0,4.7264,8.878710529795711,5.788704293362585,,,59.0,0,1,0.6617374901760513,0.09144716861027735,-0.29466913371055536,0.04533722283434604,0.0,1.3788223299999913,0.8759734591699952,
32997,2.7886290709824344,0.7,mp-1195657,40,3,3.9746155572705653,62,Li4 Sb8 F28,LiSb2F7,F-Li-Sb,AB2C7,0.0,0.0,4.7264,8.878710529795711,5.788704293362585,,,59.0,0,1,-0.7757673979792798,-0.18125840978017305,0.23819032585312705,0.056183907343008474,0.03672935172001213,1.4457246100000134,0.9127028108900074,
33024,3.448971644425378,0.2,mp-706976,40,5,1.8375363797453528,62,P4 H16 N4 O8 F8,PH4N(OF)2,F-H-N-O-P,ABC2D2E4,0.0,0.0,5.1888,0.6629057723949134,1.3925675763023997,,,3040.0,1,1,6.014020708028966,,,0.445007785320534,0.0,3.31392040999998,1.9383423050899893,
33028,3.769761424952568,0.2,mp-706976,40,5,1.8375363797453528,62,P4 H16 N4 O8 F8,PH4N(OF)2,F-H-N-O-P,ABC2D2E4,0.0,0.0,5.1888,0.6629057723949134,1.3925675763023997,,,3040.0,1,3,6.358587104860817,,,0.5794083481846234,0.24745281228000948,3.7646541299999967,2.1857951173699988,
33056,3.1429830908091043,0.2,mp-554429,40,4,3.8908904866727205,62,Mn12 Si4 O16 F8,Mn3Si(O2F)2,F-Mn-O-Si,AB2C3D4,0.0,3.0,2.6187999999999994,1.7099073189130922,1.4495946674492552,Norbergite,Mg3Si(O2F)2,,0,2,0.8210092563522267,-0.4329772746289744,0.1492892779016577,0.1050500407449215,0.1947248154900696,1.4991207100000565,0.9420172697900311,
33054,3.1171717716259995,0.2,mp-554429,40,4,3.8908904866727205,62,Mn12 Si4 O16 F8,Mn3Si(O2F)2,F-Mn-O-Si,AB2C3D4,0.0,3.0,2.6187999999999994,1.7099073189130922,1.4495946674492552,Norbergite,Mg3Si(O2F)2,,0,1,-1.443794915957369,0.2220710419326588,0.22635116821997459,0.09597496827686455,0.0,1.1444306999999299,0.7472924542999615,
33057,4.926294,0.2,mp-554429,40,4,3.8908904866727205,62,Mn12 Si4 O16 F8,Mn3Si(O2F)2,F-Mn-O-Si,AB2C3D4,0.0,3.0,2.6187999999999994,1.7099073189130922,1.4495946674492552,Norbergite,Mg3Si(O2F)2,,1,2,2.2638469979542606,-0.08081787571590482,0.7922531772727819,0.7320492118906228,1.7563125538799977,4.343542819999925,2.5036050081799592,
32927,3.1572895012603843,0.6,mp-998759,40,3,6.944759839315342,55,Tl8 Cd8 F24,TlCdF3,Cd-F-Tl,ABC3,0.0,0.0,3.7001999999999997,6870.572903350987,2297.6075870473373,,,4904.0,1,1,-1.607403129452564,0.31521097238897333,0.1639326801530152,0.019602605686110854,0.014283404370007635,0.8278214599999956,0.5734739815399976,0.548109429999954
32929,3.18736962931023,0.6,mp-998759,40,3,6.944759839315342,55,Tl8 Cd8 F24,TlCdF3,Cd-F-Tl,ABC3,0.0,0.0,3.7001999999999997,6870.572903350987,2297.6075870473373,,,4904.0,0,3,-0.9579838015974929,0.2050370906514063,0.28116163640821235,0.02931656347387509,0.0,0.8018043299999817,0.55919057716999,
33182,4.9029549999999995,0.2,mp-759980,40,4,3.9755786674679836,62,Li4 V12 O16 F8,LiV3(O2F)2,F-Li-O-V,AB2C3D4,0.05756266400000687,3.0,1.5147999999999997,220.81245454039595,210.8921660822232,Norbergite,Mg3Si(O2F)2,,1,2,5.349052582721015,0.15694325010743815,0.8388764845557533,0.7529889300020997,0.03915798498000811,6.325096400000007,3.591477923600004,
33183,4.943387568932287,0.2,mp-759980,40,4,3.9755786674679836,62,Li4 V12 O16 F8,LiV3(O2F)2,F-Li-O-V,AB2C3D4,0.05756266400000687,3.0,1.5147999999999997,220.81245454039595,210.8921660822232,Norbergite,Mg3Si(O2F)2,,1,2,6.791028400542018,-0.2769705980042514,0.9310912503323887,0.767445078539022,0.0,6.253770379999992,3.5523199386199957,
33410,3.3708670302302637,0.6,mp-27274,40,3,2.56775635979426,137,As8 C8 F24,AsCF3,As-C-F,ABC3,0.49213855774999793,0.0,3.4402,1.4494653552110954,1.2588501667786791,,,1879.0,1,3,,,,,,3.184750510000015,1.8674280299900083,
32925,3.1567915923758574,0.6,mp-998759,40,3,6.944759839315342,55,Tl8 Cd8 F24,TlCdF3,Cd-F-Tl,ABC3,0.0,0.0,3.7001999999999997,6870.572903350987,2297.6075870473373,,,4904.0,1,1,-1.7798329053134694,0.33498353445064444,0.17520436762971858,0.01944181295682351,0.023387130990001226,0.844403839999984,0.5825777081599912,
34232,2.552404488377954,0.7,mp-27599,40,3,4.286189767883851,11,K4 In8 F28,KIn2F7,F-In-K,AB2C7,0.0,1.0,3.6620999999999997,156.26800339886114,97.24857416675302,,,1920.0,0,1,-1.335550462337551,0.2008589381623196,-0.234660865794313,,,0.22263442000001987,0.24122629658001093,
34258,3.0457783279882324,0.5,mp-760226,40,3,4.06034375006667,58,Nb12 O8 F20,Nb3O2F5,F-Nb-O,A2B3C5,0.09940658241666878,2.0,0.6046,69.17227325865555,42.62421482365595,,,4051.0,1,1,2.043572447058068,0.21008257385934836,-0.1645581535043057,0.20770142292153534,0.12695858874000798,1.830484370000022,1.1239359191300122,
34259,3.0699902130993983,0.5,mp-760226,40,3,4.06034375006667,58,Nb12 O8 F20,Nb3O2F5,F-Nb-O,A2B3C5,0.09940658241666878,2.0,0.6046,69.17227325865555,42.62421482365595,,,4051.0,1,1,2.3476048700397314,0.1334931719814536,0.3256678261632695,0.2173018353454039,0.0,1.5992301100000077,0.9969773303900042,
33511,4.75454461015921,0.1,mp-1302599,40,4,2.474311912446851,11,Li20 Mn4 O12 F4,Li5MnO3F,F-Li-Mn-O,ABC3D5,0.08321509208333211,3.0,,11.869292102250224,18.94362672980007,,,1685.0,1,1,4.485399615755341,-0.15825567706510668,0.31598773762612886,,,2.824004979999984,1.6693787340199913,
32795,4.742561078437702,0.1,mp-759909,40,4,2.4472434003810797,62,Li20 Mn4 O12 F4,Li5MnO3F,F-Li-Mn-O,ABC3D5,0.09167850583333248,3.0,2.0827999999999998,11.869292102250224,18.94362672980007,,,3989.0,2,2,3.506105956144438,-0.13691660870980726,0.8753415243565503,,,3.2605912900000362,1.90906461821002,
34159,2.756423324730236,0.4,mp-759508,40,4,3.226432009886126,7,Li8 Mn8 O8 F16,LiMnOF2,F-Li-Mn-O,ABCD2,0.6543120695000084,3.0,1.0186,5.8989013841694655,6.363418110141851,,,3886.0,1,1,-0.6585197646054439,0.07861602613356222,-0.19798475535084137,,,-0.09048235000000204,0.06932518984999887,
33614,2.7933782013406745,0.8,mp-1203061,40,2,3.575872685092906,61,Tc8 F32,TcF4,F-Tc,AB4,0.0,1.0,1.3037999999999998,78401.11859888666,56324.71026113178,,,943.0,0,1,,0.09822088195458845,0.10897090501401108,0.0916602430866883,0.0,0.2772786099999962,0.27122595688999795,
33619,2.809388002490533,0.8,mp-1203061,40,2,3.575872685092906,61,Tc8 F32,TcF4,F-Tc,AB4,0.0,1.0,1.3037999999999998,78401.11859888666,56324.71026113178,,,943.0,0,1,0.958266359274603,0.19815488558807304,-0.22334716379726016,0.09791691946750769,0.4314585839400108,1.063177670000016,0.7026845408300088,
34132,4.081805717787047,0.1,mp-24214,40,5,2.119964916049957,14,K4 P4 H12 O16 F4,KPH3O4F,F-H-K-O-P,ABCD3E4,0.0021551599999938276,3.0,5.7363,2.421698606635112,3.8786427051750407,,,1854.0,1,2,5.095009347579889,,,,,3.0090925299999753,1.7709917989699866,
33729,2.742962944670463,0.75,mp-759525,40,2,3.0514508669488607,127,Mn10 F30,MnF3,F-Mn,AB3,0.0909995649999944,0.0,0.0,2.048584274932053,1.8301837849357057,,,2245.0,1,1,-0.7647321034241941,0.07686117969143491,0.11275920122437544,0.03661837780877941,0.062319718529990575,0.5350566000000185,0.4127460734000102,
33727,2.7376247157708615,0.75,mp-759525,40,2,3.0514508669488607,127,Mn10 F30,MnF3,F-Mn,AB3,0.0909995649999944,0.0,0.0,2.048584274932053,1.8301837849357057,,,2245.0,1,1,-0.6099892605679997,0.11752099946404804,0.18793082559462215,0.03460095858223505,0.0,0.42154163000003564,0.3504263548700196,
33744,2.748712028575037,0.7,mp-776726,40,3,3.184694377086934,14,Li4 V8 F28,LiV2F7,F-Li-V,AB2C7,0.11645677650000152,3.0,1.7065,148.7277112814669,153.7632597981537,,,3814.0,1,1,-1.6204447672771494,0.13038824364344892,0.2409557501916577,,,0.33966429999998127,0.30547570069998975,
34442,4.648625138218403,0.1,mp-1198625,40,3,1.0171854232558981,29,H28 N8 F4,H7N2F,F-H-N,AB2C7,0.0,0.0,4.8684,0.19474477628470035,0.9004725438237964,,,849.0,1,2,,,,0.05480539236357996,0.02311981190999335,2.546300610000003,1.5169190348900017,
34441,4.622552995851522,0.1,mp-1198625,40,3,1.0171854232558981,29,H28 N8 F4,H7N2F,F-H-N,AB2C7,0.0,0.0,4.8684,0.19474477628470035,0.9004725438237964,,,849.0,1,2,,,,0.04888944183167776,0.0,2.504188020000015,1.4937992229800083,
34437,4.407092693944128,0.1,mp-1198625,40,3,1.0171854232558981,29,H28 N8 F4,H7N2F,F-H-N,AB2C7,0.0,0.0,4.8684,0.19474477628470035,0.9004725438237964,,,849.0,1,1,,,,0.0,0.12384972251999526,2.7297795000000065,1.6176489455000036,
33401,2.6396427047668114,0.5,mp-759554,40,3,4.391750608287662,62,V12 O8 F20,V3O2F5,F-O-V,A2B3C5,0.14468639925000204,1.0,1.2925999999999997,218.95223842289485,195.62209963031478,,,3900.0,1,1,-2.0762367759753033,0.1803557940163003,0.12844280200629488,0.026385950083093527,0.12909777272988526,0.581224259999999,0.4380921187399995,
33406,2.6607125814625987,0.5,mp-759554,40,3,4.391750608287662,62,V12 O8 F20,V3O2F5,F-O-V,A2B3C5,0.14468639925000204,1.0,1.2925999999999997,218.95223842289485,195.62209963031478,,,3900.0,1,2,-1.5416542125844899,0.1543038686952023,-0.08427136563843662,0.03457865941132427,0.13506920729988248,0.592101189999994,0.4440635533099967,
33404,2.648985356646374,0.5,mp-759554,40,3,4.391750608287662,62,V12 O8 F20,V3O2F5,F-O-V,A2B3C5,0.14468639925000204,1.0,1.2925999999999997,218.95223842289485,195.62209963031478,,,3900.0,1,1,-2.8995548109733136,0.16958668490354367,0.18537696215931687,0.030018701821949597,0.0,0.34607349000020804,0.3089943460101142,
34110,2.6021234722414346,0.4,mp-696815,40,4,2.3769465538644665,135,Al4 H16 N4 F16,AlH4NF4,Al-F-H-N,ABC4D4,0.0,0.0,6.8202,0.7827611439134944,1.6170931830070148,,,2979.0,1,2,-1.4382345421058744,,,0.009387944535187894,0.007303813649968571,1.8701107299999649,1.1456907907699807,
34111,2.6027125800337076,0.4,mp-696815,40,4,2.3769465538644665,135,Al4 H16 N4 F16,AlH4NF4,Al-F-H-N,ABC4D4,0.0,0.0,6.8202,0.7827611439134944,1.6170931830070148,,,2979.0,1,2,-1.4470045361954362,,,0.009616464937811198,0.0,1.856806880000022,1.1383869771200121,
34123,4.240117107049648,0.1,mp-554840,40,4,1.1792458501895942,59,H26 C8 N2 F4,H13C4NF2,C-F-H-N,AB2C4D13,0.12217861375000183,0.0,6.5393,0.19189951828568363,0.8479908155939042,,,2232.0,1,2,,,,,,2.6078705400000217,1.5507209264600121,
32382,4.746800334342072,0.1,mp-1320401,40,4,2.4756584917518247,2,Li20 Mn4 O12 F4,Li5MnO3F,F-Li-Mn-O,ABC3D5,0.1344990003333324,3.0,0.8947999999999996,11.869292102250224,18.94362672980007,,,1709.0,1,1,4.5540832459350895,-0.12525759484404708,0.29027829333626,0.7211110462685354,0.02889976077000389,2.7617851599999312,1.6352200528399623,
32383,4.746800334342072,0.1,mp-1320401,40,4,2.4756584917518247,2,Li20 Mn4 O12 F4,Li5MnO3F,F-Li-Mn-O,ABC3D5,0.1344990003333324,3.0,0.8947999999999996,11.869292102250224,18.94362672980007,,,1709.0,1,1,3.9996669263932745,0.12475947271226362,0.34713154958130366,0.7211110462685354,0.0,2.709144429999924,1.6063202920699584,
33890,3.748035,0.047619047619047616,mp-17777,42,4,4.325326849174337,176,Sr10 As6 O24 F2,Sr5As3O12F,As-F-O-Sr,AB3C5D12,0.0,3.0,3.9034000000000004,6.299713974398956,3.604549235518716,Fluorapatite,Ca5P3O12F,,1,1,-0.8253520690379901,-0.656862410212812,0.25004853593262144,,,0.9962172200000055,0.665923253780003,
33896,3.77327,0.047619047619047616,mp-1207903,42,4,6.705069072664234,176,V6 Pb10 O24 F2,V3Pb5O12F,F-O-Pb-V,AB3C5D12,0.0,3.0,2.9987,113.38974086699096,40.50166770059993,Fluorapatite,Ca5P3O12F,,1,1,-0.9402353298291928,-0.666381648080566,0.2379394292508863,,,0.7632553899999834,0.5380272091099909,
33893,3.968369000000001,0.047619047619047616,mp-1214575,42,4,4.586607070648872,176,Ba10 Mn6 O24 F2,Ba5Mn3O12F,Ba-F-Mn-O,AB3C5D12,0.0,3.0,1.8711000000000002,1.0667957772073384,0.5020497336271038,Fluorapatite,Ca5P3O12F,,1,1,-0.31729238837647245,-0.696719077462578,0.23830293531645586,,,0.5570100300000149,0.4247985064700082,0.6710633700000699
33874,3.545315006083789,0.047619047619047616,mp-1218628,42,5,4.6418584760936445,6,Sr5 Cd5 P6 O24 F2,Sr5Cd5P6(O12F)2,Cd-F-O-P-Sr,A2B5C5D6E24,0.023442255337299933,3.0,2.8751,5.024167573119756,3.1245212268471367,,,1332.0,1,1,-0.6047959951290522,-0.5935164413615857,0.2713739118543135,,,1.0347164899999939,0.6870593530099967,
34545,3.8963219999999996,0.047619047619047616,mp-1214497,42,4,4.537096825474161,176,Ba10 P6 O24 F2,Ba5P3O12F,Ba-F-O-P,AB3C5D12,1.7973571432960966e-05,3.0,5.065200000000001,0.9667888445218984,0.48800731686110865,Fluorapatite,Ca5P3O12F,,1,1,-0.38308967023226614,-0.6932860144720263,0.19688651048848183,,,0.5293388800000116,0.4096070451200064,
34745,3.659465,0.047619047619047616,mp-1197942,42,4,4.086226654117524,176,Sr10 Cr6 O24 F2,Sr5Cr3O12F,Cr-F-O-Sr,AB3C5D12,0.034049120476203676,3.0,1.0705,8.783213943140712,5.454873656120179,,,803.0,1,1,-2.4070744481120983,0.45527758842295407,-0.26521959050076305,,,-0.16002179999998134,0.03114803180001023,
34554,3.7422604999999995,0.047619047619047616,mp-21554,42,4,6.824894525720017,176,P6 Pb10 O24 F2,P3Pb5O12F,F-O-P-Pb,AB3C5D12,0.0,3.0,3.7224999999999997,4.772964423206565,1.7810731907222226,Fluorapatite,Ca5P3O12F,,1,1,-0.6945354106653667,-0.6638655403177123,0.19867231522354478,,,0.9333324300000072,0.631399504070004,
34758,3.7248694999999996,0.047619047619047616,mp-42307,42,5,5.158074403424989,173,Ba4 Ce6 Si6 O24 F2,Ba2Ce3Si3O12F,Ba-Ce-F-O-Si,AB2C3D3E12,0.0,3.0,0.38590000000000035,4.392630492658,2.217940828450227,,,2091.0,1,1,,-0.6108228793836834,0.20782839978020862,,,0.47401482999998734,0.3792341416699931,
33852,4.369067407250663,0.14285714285714285,mp-1202733,42,4,6.940766829874696,176,B6 Pb12 O18 F6,BPb2O3F,B-F-O-Pb,ABC2D3,0.0,2.0,3.1978000000000004,5.465599586239206,1.8507094542338025,,,388.0,2,2,-1.7774538570317873,-0.28475878839237767,0.6407865347458537,0.0,0.20569008581998383,1.8702033399999891,1.1457416336599942,
33762,3.679576000000001,0.047619047619047616,mp-6669,42,4,3.9854005273167683,176,Sr10 P6 O24 F2,Sr5P3O12F,F-O-P-Sr,AB3C5D12,0.0,3.0,5.2119,6.350550422661388,4.279274619557173,Fluorapatite,Ca5P3O12F,,1,1,-0.632187949412355,-0.6466452317203291,0.2113068238736635,,,0.8958374700000036,0.610814771030002,1.1910902599997826
33656,3.5120604999999996,0.047619047619047616,mp-1208696,42,5,3.3083364036334766,173,Sr2 Ca8 P6 O24 F2,SrCa4P3O12F,Ca-F-O-P-Sr,ABC3D4E12,0.004874694476185049,3.0,5.4937000000000005,2.4818606639983236,2.24869570452168,,,1062.0,1,1,-1.0801290960107508,-0.6006288075265589,0.21480717190143706,,,1.2277091600000176,0.7930123288400097,
33854,3.751839500000001,0.047619047619047616,mp-18859,42,4,4.0383981159824325,176,Sr10 Cr6 O24 F2,Sr5Cr3O12F,Cr-F-O-Sr,AB3C5D12,0.0,3.0,1.0282,8.783213943140712,5.454873656120179,Fluorapatite,Ca5P3O12F,,1,1,-0.6570037114838669,-0.6697340828689033,0.24264418881477834,,,0.6614077199999997,0.48211283827999984,
34746,3.9888200000000005,0.047619047619047616,mp-1214531,42,4,4.5225322249126165,176,Ba10 Cr6 O24 F2,Ba5Cr3O12F,Ba-Cr-F-O,AB3C5D12,0.0,3.0,1.0396000000000003,3.399452365001222,1.6132334719441055,Fluorapatite,Ca5P3O12F,,1,1,-0.29364882280151505,-0.707167321852296,0.24151362035028345,,,0.5385276599999997,0.41465168533999985,
33853,4.627868171445642,0.14285714285714285,mp-1202733,42,4,6.940766829874696,176,B6 Pb12 O18 F6,BPb2O3F,B-F-O-Pb,ABC2D3,0.0,2.0,3.1978000000000004,5.465599586239206,1.8507094542338025,,,388.0,2,2,-5.146011372146177,0.19466304550936853,0.09601390765447881,0.05923478401031025,0.0,1.4955401600000187,0.9400515478400103,
34582,3.6585129999999997,0.047619047619047616,mp-1197244,42,4,6.809288146193865,176,V6 Pb10 O24 F2,V3Pb5O12F,F-O-Pb-V,AB3C5D12,0.012498901666639028,3.0,2.8396,113.38974086699096,40.50166770059993,,,803.0,1,1,-2.8105991380130035,0.4573940391777054,-0.26001623456549616,,,-0.00643022000002702,0.11546980921998516,
34667,3.5776340000000015,0.047619047619047616,mp-1214374,42,4,6.77741123873161,173,Bi10 P6 O24 F2,Bi5P3O12F,Bi-F-O-P,AB3C5D12,0.26734065976189836,3.0,0.010099999999999554,13.92011786004551,5.160130609626018,Fluorapatite,Ca5P3O12F,,1,1,,,,,,0.6271312500000192,0.4632950562500106,
33552,3.6758780308266963,0.19047619047619047,mp-697008,42,5,2.023768820277222,15,Cu2 H24 N4 O4 F8,CuH12N2(OF2)2,Cu-F-H-N-O,AB2C2D4E12,0.027073657384780958,0.0,0.7466999999999999,1.093532755526099,2.5833871409170626,,,2967.0,1,1,,,,,,2.571987919999998,1.531021368079999,
34633,3.7591330000000003,0.047619047619047616,mp-40674,42,4,3.9772543031435452,176,Sr10 V6 O24 F2,Sr5V3O12F,F-O-Sr-V,AB3C5D12,0.0,3.0,4.0003,114.96732686644575,71.68292530462071,Fluorapatite,Ca5P3O12F,,1,1,-0.7008284454329896,-0.6728463167325942,0.24033346518364995,,,0.8631780499999877,0.5928847494499934,
33710,3.8033495000000004,0.047619047619047616,mp-1214667,42,4,6.988838721404645,176,As6 Pb10 O24 F2,As3Pb5O12F,As-F-O-Pb,AB3C5D12,0.0,3.0,,4.722127974944133,1.6042496060178462,Fluorapatite,Ca5P3O12F,,1,1,-0.8586091039919665,-0.6714540405452496,0.2390899957365371,,,1.0273199700000077,0.6829986635300043,
